class_id,support,predicted,precision,recall,f1,roc_auc,average_precision
265,1000,700,0.3142857142857143,0.22,0.25882352941176473,0.9864278278278279,0.130691812611034
266,1000,1720,0.011627906976744186,0.02,0.014705882352941178,0.986,0.11764432770264102
267,1000,1800,0.2222222222222222,0.4,0.2857142857142857,0.9906022022022023,0.1518905810335058
268,1000,700,0.11428571428571428,0.08,0.09411764705882354,0.9653373373373373,0.06789350903315501
269,1000,2220,0.40540540540540543,0.9,0.5590062111801243,0.9986764764764765,0.3832349355642734
270,1000,0,0.0,0.0,0.0,0.9990276276276276,0.4197326792375219
271,1000,0,0.0,0.0,0.0,0.9831151151151151,0.2541368731431437
272,1000,1100,0.6727272727272727,0.74,0.7047619047619048,0.9797527527527528,0.5351598553211451
273,1000,920,0.7608695652173914,0.7,0.7291666666666667,0.9338092092092093,0.5480509310954164
274,1000,1760,0.5113636363636364,0.9,0.6521739130434783,0.998773173173173,0.4995023687231126
275,1000,1800,0.5111111111111111,0.92,0.6571428571428571,0.9994662662662663,0.4971885958286756
276,1000,0,0.0,0.0,0.0,0.998934934934935,0.4302603316277973
277,1000,1760,0.42045454545454547,0.74,0.5362318840579711,0.9966930930930931,0.3745487544325098
278,1000,0,0.0,0.0,0.0,0.9991165165165166,0.40493610571230076
279,1000,940,0.9361702127659575,0.88,0.9072164948453608,0.9996112112112112,0.8732429318467263
280,1000,1100,0.6545454545454545,0.72,0.6857142857142857,0.9989375375375376,0.5382235242475092
281,1000,3420,0.19883040935672514,0.68,0.3076923076923077,0.9975663663663663,0.2553939763131251
282,1000,0,0.0,0.0,0.0,0.983215015015015,0.20238479136768076
283,1000,1920,0.4270833333333333,0.82,0.5616438356164383,0.9941479479479478,0.38312311534684074
284,1000,660,0.09090909090909091,0.06,0.07228915662650602,0.9976218218218218,0.3605698157400662
285,1000,0,0.0,0.0,0.0,0.9860548548548549,0.1830842867722879
286,1000,1000,0.94,0.94,0.94,0.9826026026026026,0.8904287697998158
287,1000,780,0.9487179487179487,0.74,0.8314606741573033,0.9943473473473473,0.7387279291855822
288,1000,760,0.39473684210526316,0.3,0.34090909090909094,0.9991651651651652,0.38152698101843757
289,1000,940,0.9361702127659575,0.88,0.9072164948453608,0.999733933933934,0.8601954924159979
290,1000,1740,0.5287356321839081,0.92,0.6715328467153285,0.9994314314314314,0.5097332895457034
291,1000,1600,0.6125,0.98,0.7538461538461539,0.9996244244244245,0.6043150406504065
292,1000,1220,0.7868852459016393,0.96,0.8648648648648649,0.9843405405405405,0.755862098768153
293,1000,0,0.0,0.0,0.0,0.9932048048048048,0.3329383167761305
294,1000,1980,0.47474747474747475,0.94,0.6308724832214765,0.9992504504504505,0.45742986803856367
295,1000,0,0.0,0.0,0.0,0.9993011011011012,0.42179311930807206
296,1000,960,1.0,0.96,0.9795918367346939,0.9995373373373373,0.963318519862144
297,1000,860,0.8372093023255814,0.72,0.7741935483870969,0.9896860860860861,0.657408361537884
298,1000,740,0.8918918918918919,0.66,0.7586206896551725,0.9865985985985987,0.6513164122588966
